Order_Date,Ship_Date,Ship_Mode,Segment,City,State,Region,Category,Sub_Category,Product_Name,Sales
2018-10-27,2018-10-28,First Class,Corporate,San Francisco,California,West,Furniture,Bookcases,"Osullivan Elevations Bookcase, Cherry Finish",500.558
2018-10-27,2018-10-28,First Class,Corporate,San Francisco,California,West,Technology,Phones,Jackery Bar Premium Fast-Charging Portable Charger,95.84
2018-08-11,2018-08-13,First Class,Corporate,Bedford,Texas,Central,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 X 5 Forms Per Page, 600 Sets Per Book",29.664
2018-08-11,2018-08-13,First Class,Corporate,Bedford,Texas,Central,Office Supplies,Art,Bic Brite Liner Grip Highlighters,9.184
2018-08-11,2018-08-13,First Class,Corporate,Bedford,Texas,Central,Technology,Phones,Pyle Pmp37Led,153.584
2018-08-11,2018-08-13,First Class,Corporate,Bedford,Texas,Central,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/Pkg",12.864
2018-12-24,2018-12-28,Standard Class,Consumer,Lafayette,Louisiana,South,Technology,Machines,Dymo Cardscan Personal V9 Business Card Scanner,479.97
2018-12-24,2018-12-28,Standard Class,Consumer,Lafayette,Louisiana,South,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19W X 6D X 43H",232.88
2017-09-26,2017-09-30,Standard Class,Home Office,Covington,Washington,West,Office Supplies,Appliances,Belkin 7 Outlet Surgemaster Ii,236.88
2017-09-26,2017-09-30,Standard Class,Home Office,Covington,Washington,West,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. And 87 Bright),29.9
2017-09-26,2017-09-30,Standard Class,Home Office,Covington,Washington,West,Technology,Accessories,Micro Innovations Usb Rf Wireless Keyboard With Mouse,100.0
2017-12-12,2017-12-12,Same Day,Corporate,Lorain,Ohio,East,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,18.693
2017-12-12,2017-12-12,Same Day,Corporate,Lorain,Ohio,East,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,383.952
2016-12-28,2017-01-01,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.816
2015-12-29,2016-01-02,Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,Stacking Trays By Oic,24.9
2015-12-29,2016-01-02,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Paper,Xerox 1981,21.12
2015-12-29,2016-01-02,Standard Class,Corporate,San Francisco,California,West,Technology,Machines,Dymo Cardscan Personal V9 Business Card Scanner,500.558
2015-12-29,2016-01-02,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,Avery Hanging File Binders,14.352
2015-12-29,2016-01-02,Standard Class,Corporate,San Francisco,California,West,Technology,Phones,Mophie Juice Pack Helium For Iphone,191.976
2015-12-29,2016-01-02,Standard Class,Corporate,San Francisco,California,West,Office Supplies,Labels,Avery 477,274.77
2015-12-29,2016-01-02,Standard Class,Corporate,San Francisco,California,West,Furniture,Furnishings,Executive Impressions 10 Spectator Wall Clock,70.56
2016-06-25,2016-06-30,Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,204.85
2016-04-02,2016-04-07,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Binders,Aluminum Screw Posts,9.156
2018-10-21,2018-10-25,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances,Belkin 8 Outlet Surgemaster Ii Gold Surge Protector,23.992
2016-07-16,2016-07-19,First Class,Corporate,New York City,New York,East,Office Supplies,Paper,Petty Cash Envelope,80.88
2016-07-16,2016-07-19,First Class,Corporate,New York City,New York,East,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball For Pc And Mac,500.558
2018-06-24,2018-06-26,Second Class,Consumer,New York City,New York,East,Furniture,Furnishings,"Deflect-O Rollamat Studded, Beveled Mat For Medium Pile Carpeting",276.69
2018-06-24,2018-06-26,Second Class,Consumer,New York City,New York,East,Furniture,Chairs,Global Deluxe Office Fabric Chairs,172.764
2015-09-29,2015-10-03,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,Nontoxic Chalk,4.224
2015-09-29,2015-10-03,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,Hon 30 X 60 Table With Locking Drawer,409.272
2015-09-29,2015-10-03,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels For Typewriters, 1 1/8 X 3 1/2, White",55.44
2015-09-29,2015-10-03,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,20.928
2015-09-29,2015-10-03,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Tennsco Single-Tier Lockers,500.558
2015-09-29,2015-10-03,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,Hon 4060 Series Tables,67.176
2015-11-24,2015-11-28,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,500.558
2016-11-20,2016-11-24,Standard Class,Consumer,Oakland,California,West,Technology,Phones,Gear Head Au3700S Headset,72.744
2016-11-20,2016-11-24,Standard Class,Consumer,Oakland,California,West,Furniture,Chairs,Safco Contoured Stacking Chairs,500.558
2017-11-01,2017-11-07,Standard Class,Consumer,Chicago,Illinois,Central,Technology,Accessories,Maxell 4.7Gb Dvd-R,68.112
2016-09-17,2016-09-20,First Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6 Capacity",25.032
2017-03-10,2017-03-14,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,Plantronics Audio 478 Stereo Usb Headset,39.992
2015-06-23,2015-06-26,First Class,Consumer,Concord,North Carolina,South,Office Supplies,Art,Prang Drawing Pencil Set,20.016
2015-06-23,2015-06-26,First Class,Consumer,Concord,North Carolina,South,Office Supplies,Supplies,Acme Kleen Earth Office Shears,3.104
2015-11-01,2015-11-05,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Fasteners,Staples,7.52
2015-11-01,2015-11-05,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Art,Newell 320,10.272
2015-11-01,2015-11-05,Standard Class,Corporate,Charlotte,North Carolina,South,Office Supplies,Labels,Avery 513,47.808
2015-11-01,2015-11-05,Standard Class,Corporate,Charlotte,North Carolina,South,Technology,Phones,Cisco Ip Phone 7961G Voip Phone - Dark Gray,500.558
2017-08-28,2017-08-31,First Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,"Angle-D Binders With Locking Rings, Label Holders",13.14
2017-08-28,2017-08-31,First Class,Consumer,Dallas,Texas,Central,Office Supplies,Binders,Gbc Proclick Spines For 32-Hole Punch,10.024
2017-08-28,2017-08-31,First Class,Consumer,Dallas,Texas,Central,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",156.3728
2016-12-06,2016-12-08,Second Class,Home Office,Indianapolis,Indiana,Central,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,500.558
2016-09-24,2016-09-27,First Class,Home Office,Broken Arrow,Oklahoma,Central,Technology,Phones,At&T 1080 Phone,500.558
2018-11-15,2018-11-20,Standard Class,Consumer,Miramar,Florida,South,Furniture,Furnishings,Howard Miller 13-1/2 Diameter Rosebrook Wall Clock,220.064
2018-11-15,2018-11-20,Standard Class,Consumer,Miramar,Florida,South,Furniture,Furnishings,"Tenex 46 X 60 Computer Anti-Static Chairmat, Rectangular Shaped",339.136
2016-12-19,2016-12-21,Second Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,7.04
2016-12-19,2016-12-21,Second Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Fasteners,Bagged Rubber Bands,5.04
2016-12-19,2016-12-21,Second Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Paper,White Computer Printout Paper By Universal,116.28
2016-12-21,2016-12-24,First Class,Consumer,Jacksonville,North Carolina,South,Technology,Phones,Anker 36W 4-Port Usb Wall Charger Travel Power Adapter For Iphone 5S 5C 5,47.976
2017-09-25,2017-09-29,Standard Class,Corporate,Tigard,Oregon,West,Office Supplies,Paper,"Rediform Incoming/Outgoing Call Register, 11 X 8 1/2, 100 Messages",60.048
2017-09-25,2017-09-29,Standard Class,Corporate,Tigard,Oregon,West,Office Supplies,Binders,Gbc Poly Designer Binding Covers,5.022
2018-06-24,2018-06-30,Standard Class,Corporate,Decatur,Illinois,Central,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994
2018-06-24,2018-06-30,Standard Class,Corporate,Decatur,Illinois,Central,Office Supplies,Paper,Xerox 1971,10.272
2018-09-07,2018-09-09,First Class,Home Office,Phoenix,Arizona,West,Office Supplies,Binders,Wilson Jones Leather-Like Binders With Dubllock Round Rings,7.857
2017-08-04,2017-08-06,Second Class,Corporate,Sacramento,California,West,Technology,Phones,Mitel 5320 Ip Phone Voip Phone,302.384
2017-08-04,2017-08-06,Second Class,Corporate,Sacramento,California,West,Office Supplies,Binders,Wilson Jones Leather-Like Binders With Dubllock Round Rings,20.952
2017-08-04,2017-08-06,Second Class,Corporate,Sacramento,California,West,Office Supplies,Binders,"Pressboard Covers With Storage Hooks, 9 1/2 X 11, Light Blue",11.784
2015-08-19,2015-08-26,Standard Class,Consumer,Jonesboro,Arkansas,South,Furniture,Bookcases,"Hon Metal Bookcases, Gray",500.558
2017-04-01,2017-04-05,Standard Class,Corporate,New York City,New York,East,Office Supplies,Labels,Avery 473,20.7
2017-04-01,2017-04-05,Standard Class,Corporate,New York City,New York,East,Office Supplies,Supplies,Acme Value Line Scissors,10.95
2017-04-01,2017-04-05,Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,Avery Hanging File Binders,14.352
2018-05-16,2018-05-18,First Class,Consumer,Akron,Ohio,East,Office Supplies,Storage,"Safco Commercial Wire Shelving, Black",221.024
2016-08-24,2016-08-28,Standard Class,Consumer,Florence,Kentucky,South,Technology,Machines,Cisco 9971 Ip Video Phone Charcoal,500.558
2016-08-24,2016-08-28,Standard Class,Consumer,Florence,Kentucky,South,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,79.96
2016-08-24,2016-08-28,Standard Class,Consumer,Florence,Kentucky,South,Technology,Phones,Lg G3,500.558
2015-09-23,2015-09-28,Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Paper,Xerox 217,32.4
2015-09-23,2015-09-28,Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Storage,Carina Double Wide Media Storage Towers In Natural & Black,404.9
2015-09-23,2015-09-28,Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,Ibico Epk-21 Electric Binding System,500.558
2015-09-23,2015-09-28,Standard Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,Gbc Instant Report Kit,12.94
2018-06-19,2018-06-23,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier With 2.3-Gallon Output Per Day, Replacement Filter",2.264
2018-06-19,2018-06-23,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Appliances,Hoover Replacement Belt For Commercial Guardsman Heavy-Duty Upright Vacuum,0.444
2018-06-19,2018-06-23,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,Xerox 1982,146.176
2018-12-21,2018-12-21,Same Day,Home Office,Fremont,Nebraska,Central,Furniture,Furnishings,Staple-Based Wall Hangings,15.92
2018-08-07,2018-08-13,Standard Class,Consumer,San Diego,California,West,Technology,Phones,Ge Dsl Phone Line Filter,159.96
2018-08-07,2018-08-13,Standard Class,Consumer,San Diego,California,West,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,13.76
2017-08-22,2017-08-26,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,"Gbc Standard Recycled Report Covers, Clear Plastic Sheets",4.312
2016-09-07,2016-09-07,Same Day,Consumer,New York City,New York,East,Office Supplies,Storage,Eldon Shelf Savers Cubes And Bins,13.96
2016-09-07,2016-09-07,Same Day,Consumer,New York City,New York,East,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,27.414
2016-12-25,2017-01-01,Standard Class,Corporate,Detroit,Michigan,Central,Technology,Phones,"Logitech B530 Usb Headset - Headset - Full Size, Binaural",73.98
2016-12-25,2017-01-01,Standard Class,Corporate,Detroit,Michigan,Central,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,160.98
2016-12-25,2017-01-01,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,Xerox 1978,17.34
2016-12-25,2017-01-01,Standard Class,Corporate,Detroit,Michigan,Central,Office Supplies,Art,Newell 351,3.28
2016-05-02,2016-05-07,Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Labels,Avery 501,8.856
2016-05-02,2016-05-07,Standard Class,Corporate,Houston,Texas,Central,Technology,Phones,Samsung Rugby Iii,158.376
2017-11-24,2017-11-27,First Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,500.558
2016-11-24,2016-11-29,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,Avery Reinforcements For Hole-Punch Pages,3.168
2016-11-24,2016-11-29,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,Xerox 225,19.44
2016-11-24,2016-11-29,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,454.86
2016-11-24,2016-11-29,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,Avery Premier Heavy-Duty Binder With Round Locking Rings,91.392
2018-09-04,2018-09-10,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,Kingston Digital Datatraveler 8Gb Usb 2.0,19.04
2018-05-11,2018-05-12,Same Day,Consumer,Seattle,Washington,West,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ X 11",37.44
2018-05-11,2018-05-12,Same Day,Consumer,Seattle,Washington,West,Office Supplies,Labels,Avery 50,37.59
2018-05-11,2018-05-12,Same Day,Consumer,Seattle,Washington,West,Office Supplies,Binders,"Acco Flexible Accohide Square Ring Data Binder, Dark Blue, 11 1/2 X 14 7/8",26.032
2015-05-11,2015-05-18,Standard Class,Corporate,Watertown,New York,East,Office Supplies,Appliances,Staple Holder,35.91
2018-07-27,2018-07-31,Second Class,Consumer,Jacksonville,Florida,South,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52 X 58, Clear",91.032
2018-05-06,2018-05-09,First Class,Consumer,Arlington,Virginia,South,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,54.66
2015-09-19,2015-09-24,Standard Class,Consumer,Charlotte,North Carolina,South,Office Supplies,Storage,Project Tote Personal File,67.344
2015-09-19,2015-09-24,Standard Class,Consumer,Charlotte,North Carolina,South,Technology,Machines,Hp Designjet T520 Inkjet Large Format Printer - 24 Color,500.558
2016-03-29,2016-04-04,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,73.28
2015-11-18,2015-11-25,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,"Gbc White Gloss Covers, Plain Front",14.48
2016-07-02,2016-07-09,Standard Class,Consumer,Hollywood,Florida,South,Office Supplies,Paper,Easy-Staple Paper,11.952
2016-07-02,2016-07-09,Standard Class,Consumer,Hollywood,Florida,South,Office Supplies,Paper,Xerox 1957,15.552
2015-09-08,2015-09-13,Standard Class,Consumer,Chesapeake,Virginia,South,Office Supplies,Fasteners,Advantus Plastic Paper Clips,45.0
2015-09-08,2015-09-13,Standard Class,Consumer,Chesapeake,Virginia,South,Technology,Machines,"Epson Workforce Wf-2530 All-In-One Printer, Copier Scanner",209.97
2018-10-02,2018-10-08,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",112.12
2018-10-02,2018-10-08,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Storage,Tennsco Double-Tier Lockers,500.558
2018-11-19,2018-11-23,Standard Class,Consumer,Alexandria,Virginia,South,Office Supplies,Fasteners,Oic Binder Clips,25.06
2017-12-30,2018-01-01,First Class,Corporate,Deer Park,Texas,Central,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,6.924
2018-12-01,2018-12-04,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Personal File Boxes With Fold-Down Carry Handle,37.392
2018-12-01,2018-12-04,First Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Ultra Door Kickplate, 8H X 34W",79.12
2017-06-13,2017-06-17,Standard Class,Consumer,Wichita,Kansas,Central,Office Supplies,Labels,Avery 51,18.9
2015-05-19,2015-05-23,Standard Class,Consumer,Midland,Michigan,Central,Office Supplies,Binders,Avery Heavy-Duty Ezd View Binder With Locking Rings,57.42
2018-01-30,2018-02-06,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",12.74
2018-01-30,2018-02-06,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Art,Newell 338,8.82
2018-01-30,2018-02-06,Standard Class,Home Office,San Francisco,California,West,Furniture,Chairs,Novimex Swivel Fabric Task Chair,120.784
2016-11-28,2016-12-04,Standard Class,Consumer,Freeport,New York,East,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats For Low And Medium Pile Carpet, Computer, 39 X 49",322.59
2018-10-23,2018-10-28,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Binders,"Acco Flexible Accohide Square Ring Data Binder, Dark Blue, 11 1/2 X 14 7/8",9.762
2018-10-23,2018-10-28,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,Advantus Rolling Storage Box,13.72
2018-10-23,2018-10-28,Standard Class,Consumer,Austin,Texas,Central,Technology,Accessories,Wd My Passport Ultra 1Tb Portable External Hard Drive,55.2
2018-10-23,2018-10-28,Standard Class,Consumer,Austin,Texas,Central,Office Supplies,Storage,Carina 42Hx23 3/4W Media Storage Unit,259.136
2018-09-07,2018-09-11,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,Avery 519,29.24
2018-09-07,2018-09-11,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2 X 11, Ream",15.552
2018-09-07,2018-09-11,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,Poly String Tie Envelopes,4.896
2017-12-29,2018-01-03,Standard Class,Corporate,Bristol,Tennessee,South,Office Supplies,Binders,Gbc Wire Binding Strips,38.088
2017-12-29,2018-01-03,Standard Class,Corporate,Bristol,Tennessee,South,Office Supplies,Binders,Zipper Ring Binder Pockets,2.808
2016-12-05,2016-12-09,Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,Belkin F8E887 Usb Wired Ergonomic Keyboard,47.984
2016-12-05,2016-12-09,Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Gbc White Gloss Covers, Plain Front",26.064
2015-11-01,2015-11-08,Standard Class,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,15.696
2017-04-16,2017-04-23,Standard Class,Consumer,Columbus,Georgia,South,Office Supplies,Art,Newell 341,12.84
2018-05-14,2018-05-18,Standard Class,Consumer,New York City,New York,East,Technology,Phones,Google Nexus 5,500.558
2018-05-14,2018-05-18,Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,X-Rack File For Hanging Folders,22.58
2016-03-14,2016-03-18,Standard Class,Consumer,Dover,New Hampshire,East,Office Supplies,Labels,Avery 476,16.52
2016-03-14,2016-03-18,Standard Class,Consumer,Dover,New Hampshire,East,Office Supplies,Binders,Gbc Docubind Tl200 Manual Binding Machine,500.558
2018-01-14,2018-01-16,First Class,Corporate,Aurora,Colorado,West,Technology,Accessories,Imation 8Gb Mini Traveldrive Usb 2.0 Flash Drive,169.064
2018-01-14,2018-01-16,First Class,Corporate,Aurora,Colorado,West,Office Supplies,Storage,Mobile Personal File Cube,168.624
2016-03-08,2016-03-13,Standard Class,Corporate,Long Beach,New York,East,Office Supplies,Paper,Xerox 1997,19.44
2015-10-11,2015-10-13,First Class,Consumer,Pasadena,California,West,Office Supplies,Storage,Iris Project Case,31.92
2015-10-11,2015-10-13,First Class,Consumer,Pasadena,California,West,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,433.568
2016-04-13,2016-04-14,First Class,Home Office,Mesa,Arizona,West,Office Supplies,Paper,Xerox 210,31.104
2016-04-13,2016-04-14,First Class,Home Office,Mesa,Arizona,West,Office Supplies,Paper,Xerox 1973,54.816
2018-11-16,2018-11-20,Standard Class,Consumer,Fresno,California,West,Office Supplies,Storage,Eldon Shelf Savers Cubes And Bins,48.86
2017-07-01,2017-07-01,Same Day,Consumer,Columbia,South Carolina,South,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1",14.2
2017-07-01,2017-07-01,Same Day,Consumer,Columbia,South Carolina,South,Office Supplies,Paper,Xerox 210,12.96
2017-07-01,2017-07-01,Same Day,Consumer,Columbia,South Carolina,South,Office Supplies,Binders,Binding Machine Supplies,58.34
2016-11-29,2016-11-30,First Class,Home Office,Santa Ana,California,West,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3
2015-04-07,2015-04-12,Standard Class,Corporate,Columbia,South Carolina,South,Technology,Phones,At&T Tr1909W,500.558
2015-04-07,2015-04-12,Standard Class,Corporate,Columbia,South Carolina,South,Office Supplies,Paper,Xerox 1945,122.97
2017-06-16,2017-06-18,Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 X 5 Forms Per Page, 600 Sets Per Book",46.35
2018-03-06,2018-03-10,Standard Class,Home Office,San Francisco,California,West,Office Supplies,Binders,Economy Binders,14.976
2018-10-07,2018-10-11,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,Storex Duratech Recycled Plastic Frosted Binders,4.24
2018-10-06,2018-10-12,Standard Class,Home Office,New York City,New York,East,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset With Dolby 7.1 Technology,319.96
2018-10-06,2018-10-12,Standard Class,Home Office,New York City,New York,East,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4X8 1/2, 200/Messages",17.04
2018-10-06,2018-10-12,Standard Class,Home Office,New York City,New York,East,Office Supplies,Storage,Space Solutions Hd Industrial Steel Shelving.,344.91
2017-12-05,2017-12-07,First Class,Corporate,Franklin,Massachusetts,East,Furniture,Bookcases,Osullivan 5-Shelf Heavy-Duty Bookcases,81.94
2017-10-21,2017-10-22,First Class,Consumer,Baltimore,Maryland,East,Technology,Accessories,Logitech Desktop Mk120 Mouse And Keyboard Combo,98.16
2018-05-18,2018-05-23,Standard Class,Corporate,Mcallen,Texas,Central,Office Supplies,Binders,"Acco Pressboard Covers With Storage Hooks, 14 7/8 X 11, Light Blue",6.874
2018-05-18,2018-05-23,Standard Class,Corporate,Mcallen,Texas,Central,Office Supplies,Binders,"Avery Framed View Binder, Ezd Ring (Locking), Navy, 1 1/2",1.996
2018-05-18,2018-05-23,Standard Class,Corporate,Mcallen,Texas,Central,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928
2017-09-26,2017-10-01,Second Class,Corporate,Iowa City,Iowa,Central,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. And 96 Bright),9.99
2018-11-17,2018-11-22,Standard Class,Consumer,Newark,Delaware,East,Technology,Copiers,Canon Imageclass 2200 Advanced Copier,500.558
2016-07-08,2016-07-08,Same Day,Consumer,Houston,Texas,Central,Office Supplies,Paper,Xerox 1990,21.12
2016-11-16,2016-11-20,Standard Class,Corporate,Boise,Idaho,West,Furniture,Tables,Bretford Cr4500 Series Slim Rectangular Table,500.558
2016-11-16,2016-11-20,Standard Class,Corporate,Boise,Idaho,West,Technology,Phones,Jabra Biz 2300 Duo Qd Duo Corded Headset,304.776
2016-06-18,2016-06-22,Standard Class,Consumer,San Diego,California,West,Office Supplies,Art,"Boston Ranger #55 Pencil Sharpener, Black",51.98
2017-04-08,2017-04-14,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",24.7
2016-04-18,2016-04-23,Second Class,Consumer,New York City,New York,East,Office Supplies,Labels,Avery 486,21.93
2017-12-03,2017-12-08,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Honeywell Enviracaire Portable Hepa Air Cleaner For Up To 10 X 16 Room,394.816
2017-12-03,2017-12-08,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,"Gbc Clear Cover, 8-1/2 X 11, Unpunched, 25 Covers Per Pack",18.192
2016-12-10,2016-12-10,Same Day,Home Office,New York City,New York,East,Office Supplies,Labels,Avery 486,7.31
2016-12-10,2016-12-10,Same Day,Home Office,New York City,New York,East,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,500.558
2016-12-10,2016-12-10,Same Day,Home Office,New York City,New York,East,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 X 11",41.28
2016-12-10,2016-12-10,Same Day,Home Office,New York City,New York,East,Office Supplies,Paper,Xerox 1883,184.66
2015-10-31,2015-11-02,Second Class,Consumer,Cranston,Rhode Island,East,Office Supplies,Art,Lumber Crayons,49.25
2015-10-31,2015-11-02,Second Class,Consumer,Cranston,Rhode Island,East,Office Supplies,Paper,"Rsvp Cards & Envelopes, Blank White, 8-1/2 X 11, 24 Cards/25 Envelopes/Set",10.16
2015-10-31,2015-11-02,Second Class,Consumer,Cranston,Rhode Island,East,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76
2015-10-31,2015-11-02,Second Class,Consumer,Cranston,Rhode Island,East,Office Supplies,Binders,Gbc Recycled Velobinder Covers,34.08
2015-10-31,2015-11-02,Second Class,Consumer,Cranston,Rhode Island,East,Furniture,Furnishings,Eldon Wave Desk Accessories,17.67
2015-10-31,2015-11-02,Second Class,Consumer,Cranston,Rhode Island,East,Furniture,Chairs,Hon Pagoda Stacking Chairs,500.558
2015-10-31,2015-11-02,Second Class,Consumer,Cranston,Rhode Island,East,Furniture,Tables,Chromcraft Bull-Nose Wood 48 X 96 Rectangular Conference Tables,385.686
2018-12-09,2018-12-14,Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1921,15.984
2015-05-05,2015-05-09,Second Class,Consumer,Richmond,Kentucky,South,Office Supplies,Paper,Adams While You Were Out Message Pads,9.42
2015-05-05,2015-05-09,Second Class,Consumer,Richmond,Kentucky,South,Office Supplies,Art,Newell 350,6.56
2015-05-05,2015-05-09,Second Class,Consumer,Richmond,Kentucky,South,Office Supplies,Paper,Xerox 1933,24.56
2017-03-04,2017-03-08,Standard Class,Consumer,Mishawaka,Indiana,Central,Office Supplies,Binders,Green Canvas Binder For 8-1/2 X 14 Sheets,128.4
2015-11-30,2015-12-04,Standard Class,Consumer,Mount Vernon,New York,East,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62.28
2016-02-18,2016-02-22,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels And Starter Set,9.24
